data,id_cliente,tag_anterior,tag,motivo,quem_marcou
2026-08-29,C0000226,S260808-A3-PRE-DC-D-3,S260808-A3-PRE-DC-D-2,parcela a vencer,Sist. acordos
2026-08-29,C0000233,S260809-M2-PRE-RC-D-3,S260809-M2-LIQ-RC,acordo quitado,Sist. acordos
2026-08-29,C0000127,S260810-M3-CPB-SM-T1,S260810-M3-CPB-SM-T2,2ª tentativa no canal sem resposta,SMS
2026-08-29,C0000255,S260810-B2-NCP-ND-G2,S260810-B2-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-29,C0000255,S260810-B2-CPA-RC-T1,S260810-B2-COL-RC,acordo ativo (colchão),Sist. acordos
2026-08-29,C0000311,S260810-B1-NCP-ND-G2,S260810-B1-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-29,C0000055,S260812-M1-NCP-ND-G1,S260812-M1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-29,C0000075,S260812-M2-COL-AV,S260812-M2-PRE-AV-D-3,parcela a vencer,Sist. acordos
2026-08-29,C0000083,S260812-M2-NCP-ND-G1,S260812-M2-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-29,C0000123,S260812-A1-NCP-ND-G1,S260812-A1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-29,C0000161,S260812-M2-NCP-ND-G1,S260812-M2-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-29,C0000224,S260812-B1-NCP-ND-G1,S260812-B1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-29,C0000264,S260812-A3-NCP-ND-G1,S260812-A3-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-29,C0000286,S260812-A1-NCP-ND-G1,S260812-A1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-29,C0000367,S260812-B1-NCP-ND-G1,S260812-B1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-29,C0000081,S260814-A1-CPB-RC-T1,S260814-A1-CPB-RC-T2,2ª tentativa no canal sem resposta,RCS
2026-08-29,C0000125,S260814-M1-PRE-SM-D-2,S260814-M1-PRE-SM-D-1,parcela a vencer,Sist. acordos
2026-08-29,C0000183,S260814-A1-NCP-ND-G1,S260814-A1-CPA-SM-T1,contato no SMS → CPC A,SMS
2026-08-29,C0000252,S260814-M2-CPA-AV-T1,S260814-M2-CPB-AV-T1,sem resposta na ação de negociação → CPC B,Agente virtual
2026-08-29,C0000276,S260814-B1-PRE-EM-D-3,S260814-B1-PRE-EM-D-2,parcela a vencer,Sist. acordos
2026-08-29,C0000099,S260816-M1-CPA-RC-T1,S260816-M1-CPB-RC-T1,sem resposta na ação de negociação → CPC B,RCS
2026-08-29,C0000223,S260816-M1-CPA-RC-T1,S260816-M1-CPB-RC-T1,sem resposta na ação de negociação → CPC B,RCS
2026-08-29,C0000316,S260816-B2-CPA-RC-T1,S260816-B2-CPB-RC-T1,sem resposta na ação de negociação → CPC B,RCS
2026-08-29,C0000394,S260816-M3-NCP-ND-G1,S260816-M3-CPA-AV-T1,contato no Agente virtual → CPC A,Agente virtual
2026-08-29,C0000222,S260817-A3-COL-AV,S260817-A3-PRE-AV-D-3,parcela a vencer,Sist. acordos
2026-08-29,C0000140,S260818-M2-NCP-ND-G1,S260818-M2-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-29,C0000140,S260818-M2-CPA-RC-T1,S260818-M2-COL-RC,acordo ativo (colchão),Sist. acordos
2026-08-29,C0000248,S260818-M2-CPB-EM-T1,S260818-M2-CPB-EM-T2,2ª tentativa no canal sem resposta,E-mail
2026-08-29,C0000277,S260819-M1-COL-AV,S260819-M1-PRE-AV-D-3,parcela a vencer,Sist. acordos
2026-08-29,C0000032,S260820-B2-CPB-DC-T1,S260820-B2-CPB-DC-T2,2ª tentativa no canal sem resposta,Discador
2026-08-29,C0000180,S260820-B1-CPA-DC-T1,S260820-B1-CPB-DC-T1,sem resposta na ação de negociação → CPC B,Discador
2026-08-29,C0000018,S260821-B2-LOC-ND-L7,S260821-B2-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-29,C0000035,S260821-M3-LOC-ND-L7,S260821-M3-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-29,C0000044,S260821-B1-PRE-RC-D-3,S260821-B1-PRE-RC-D-2,parcela a vencer,Sist. acordos
2026-08-29,C0000059,S260821-B1-LOC-ND-L7,S260821-B1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-29,C0000121,S260821-M1-LOC-ND-L7,S260821-M1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-29,C0000146,S260821-B1-LOC-ND-L7,S260821-B1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-29,C0000212,S260821-A2-PRE-WA-D-2,S260821-A2-PRE-WA-D-1,parcela a vencer,Sist. acordos
2026-08-29,C0000236,S260821-A1-LOC-ND-L7,S260821-A1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-29,C0000298,S260821-M3-LOC-ND-L7,S260821-M3-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-29,C0000307,S260821-B1-COL-RC,S260821-B1-PRE-RC-D-3,parcela a vencer,Sist. acordos
2026-08-29,C0000322,S260821-M2-LOC-ND-L7,S260821-M2-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-29,C0000042,S260822-B1-LOC-ND-L5,S260822-B1-LOC-ND-L7,localização por SMS sem contato,SMS
2026-08-29,C0000057,S260822-B1-CPB-RC-T1,S260822-B1-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-29,C0000057,S260822-B1-CPA-RC-T1,S260822-B1-COL-RC,acordo ativo (colchão),Sist. acordos
2026-08-29,C0000086,S260822-A3-LOC-ND-L5,S260822-A3-LOC-ND-L7,localização por SMS sem contato,SMS
2026-08-29,C0000095,S260822-M1-LOC-ND-L5,S260822-M1-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-29,C0000124,S260822-B1-LOC-ND-L5,S260822-B1-LOC-ND-L7,localização por SMS sem contato,SMS
2026-08-29,C0000135,S260822-B3-LOC-ND-L3,S260822-B3-LOC-ND-L7,localização por SMS sem contato,SMS
2026-08-29,C0000157,S260822-B1-LOC-ND-L5,S260822-B1-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-29,C0000199,S260822-A3-LOC-ND-L5,S260822-A3-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-29,C0000237,S260822-A2-LOC-ND-L5,S260822-A2-LOC-ND-L7,localização por SMS sem contato,SMS
2026-08-29,C0000313,S260822-A3-LOC-ND-L5,S260822-A3-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-29,C0000339,S260822-B2-LOC-ND-L5,S260822-B2-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-29,C0000341,S260822-A1-LOC-ND-L5,S260822-A1-LOC-ND-L7,localização por SMS sem contato,SMS
2026-08-29,C0000354,S260822-B1-LOC-ND-L5,S260822-B1-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-29,C0000383,S260822-M2-LOC-ND-L5,S260822-M2-LOC-ND-L7,localização por SMS sem contato,SMS
2026-08-29,C0000100,S260824-A1-CPA-RC-T1,S260824-A1-CPB-RC-T1,sem resposta na ação de negociação → CPC B,RCS
2026-08-29,C0000141,S260824-A3-LOC-ND-L3,S260824-A3-CPA-AV-T1,contato no Agente virtual → CPC A,Agente virtual
2026-08-29,C0000165,S260824-M2-LOC-ND-L3,S260824-M2-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-29,C0000209,S260824-A1-LOC-ND-L3,S260824-A1-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-29,C0000214,S260824-A2-LOC-ND-L3,S260824-A2-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-29,C0000297,S260824-A3-LOC-ND-L3,S260824-A3-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-29,C0000392,S260824-M2-LOC-ND-L3,S260824-M2-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-29,C0000030,S260826-B1-LOC-ND-L0,S260826-B1-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-29,C0000071,S260826-B1-LOC-ND-L0,S260826-B1-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-29,C0000085,S260826-M3-LOC-ND-L0,S260826-M3-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-29,C0000090,S260826-M1-LOC-ND-L0,S260826-M1-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-29,C0000130,S260826-B3-LOC-ND-L0,S260826-B3-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-29,C0000195,S260826-M2-LOC-ND-L0,S260826-M2-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-29,C0000228,S260826-M1-LOC-ND-L0,S260826-M1-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-29,C0000247,S260826-B1-LOC-ND-L0,S260826-B1-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-29,C0000290,S260826-A3-LOC-ND-L0,S260826-A3-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-29,C0000377,S260826-B1-LOC-ND-L0,S260826-B1-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-29,C0000379,S260826-A2-LOC-ND-L0,S260826-A2-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-29,C0000389,S260826-M2-LOC-ND-L0,S260826-M2-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-29,C0000391,S260826-M1-LOC-ND-L0,S260826-M1-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-30,C0000017,,S260830-B1-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-30,C0000041,,S260830-M3-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-30,C0000043,,S260830-M2-LOC-ND-L0,entrada na esteira; enriquecimento básico + WhatsApp válido,Planejamento
2026-08-30,C0000062,,S260830-A2-LOC-ND-L0,entrada na esteira; enriquecimento completo + novos telefones,Planejamento
2026-08-30,C0000134,,S260830-M3-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-30,C0000174,,S260830-A1-LOC-ND-L0,entrada na esteira; enriquecimento completo,Planejamento
2026-08-30,C0000238,,S260830-M1-LOC-ND-L0,entrada na esteira; enriquecimento completo,Planejamento
2026-08-30,C0000251,,S260830-B3-LOC-ND-L0,entrada na esteira; enriquecimento só digital,Planejamento
2026-08-30,C0000260,,S260830-A3-LOC-ND-L0,entrada na esteira; enriquecimento completo + localizador,Planejamento
2026-08-30,C0000301,,S260830-B2-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-30,C0000323,,S260830-A1-LOC-ND-L0,entrada na esteira; enriquecimento completo,Planejamento
2026-08-30,C0000335,,S260830-A2-LOC-ND-L0,entrada na esteira; enriquecimento completo + novos telefones,Planejamento
2026-08-30,C0000082,S260803-B2-PRE-DC-D-2,S260803-B2-LIQ-DC,acordo quitado,Sist. acordos
2026-08-30,C0000096,S260803-M2-PRE-DC-D-2,S260803-M2-COL-DC,acordo ativo (colchão),Sist. acordos
2026-08-30,C0000009,S260805-M1-NCP-ND-G2,S260805-M1-NCP-ND-G3,3º ciclo de giro,Automático
2026-08-30,C0000084,S260805-M3-NCP-ND-G2,S260805-M3-NCP-ND-G3,3º ciclo de giro,Automático
2026-08-30,C0000177,S260805-B2-PRE-WA-D-2,S260805-B2-PRE-WA-D-1,parcela a vencer,Sist. acordos
2026-08-30,C0000194,S260805-A2-NCP-ND-G2,S260805-A2-NCP-ND-G3,3º ciclo de giro,Automático
2026-08-30,C0000244,S260805-B3-NCP-ND-G2,S260805-B3-NCP-ND-G3,3º ciclo de giro,Automático
2026-08-30,C0000285,S260805-B1-NCP-ND-G2,S260805-B1-NCP-ND-G3,3º ciclo de giro,Automático
2026-08-30,C0000067,S260806-M1-PRE-WA-D-3,S260806-M1-LIQ-WA,acordo quitado,Sist. acordos
2026-08-30,C0000226,S260808-A3-PRE-DC-D-2,S260808-A3-PRE-DC-D-1,parcela a vencer,Sist. acordos
2026-08-30,C0000075,S260812-M2-PRE-AV-D-3,S260812-M2-PRE-AV-D-2,parcela a vencer,Sist. acordos
2026-08-30,C0000052,S260813-B1-NCP-ND-G1,S260813-B1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-30,C0000128,S260813-B1-NCP-ND-G1,S260813-B1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-30,C0000145,S260813-A1-NCP-ND-G1,S260813-A1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-30,C0000187,S260813-M1-NCP-ND-G1,S260813-M1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-30,C0000275,S260813-A2-NCP-ND-G1,S260813-A2-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-30,C0000302,S260813-M2-NCP-ND-G1,S260813-M2-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-30,C0000305,S260813-B3-NCP-ND-G1,S260813-B3-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-30,C0000321,S260813-M3-NCP-ND-G1,S260813-M3-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-30,C0000330,S260813-B1-NCP-ND-G1,S260813-B1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-30,C0000356,S260813-B1-NCP-ND-G1,S260813-B1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-30,C0000374,S260813-M2-NCP-ND-G1,S260813-M2-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-30,C0000376,S260813-M2-NCP-ND-G1,S260813-M2-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-30,C0000125,S260814-M1-PRE-SM-D-1,S260814-M1-COL-SM,acordo ativo (colchão),Sist. acordos
2026-08-30,C0000276,S260814-B1-PRE-EM-D-2,S260814-B1-PRE-EM-D-1,parcela a vencer,Sist. acordos
2026-08-30,C0000360,S260814-M2-COL-DC,S260814-M2-PRE-DC-D-3,parcela a vencer,Sist. acordos
2026-08-30,C0000222,S260817-A3-PRE-AV-D-3,S260817-A3-PRE-AV-D-2,parcela a vencer,Sist. acordos
2026-08-30,C0000258,S260819-M3-COL-SM,S260819-M3-PRE-SM-D-3,parcela a vencer,Sist. acordos
2026-08-30,C0000277,S260819-M1-PRE-AV-D-3,S260819-M1-PRE-AV-D-2,parcela a vencer,Sist. acordos
2026-08-30,C0000263,S260820-M1-COL-AV,S260820-M1-PRE-AV-D-3,parcela a vencer,Sist. acordos
2026-08-30,C0000044,S260821-B1-PRE-RC-D-2,S260821-B1-LIQ-RC,acordo quitado,Sist. acordos
2026-08-30,C0000212,S260821-A2-PRE-WA-D-1,S260821-A2-COL-WA,acordo ativo (colchão),Sist. acordos
2026-08-30,C0000307,S260821-B1-PRE-RC-D-3,S260821-B1-COL-RC,acordo ativo (colchão),Sist. acordos
2026-08-30,C0000042,S260822-B1-LOC-ND-L7,S260822-B1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-30,C0000086,S260822-A3-LOC-ND-L7,S260822-A3-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-30,C0000095,S260822-M1-LOC-ND-L7,S260822-M1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-30,C0000124,S260822-B1-LOC-ND-L7,S260822-B1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-30,C0000135,S260822-B3-LOC-ND-L7,S260822-B3-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-30,C0000157,S260822-B1-LOC-ND-L7,S260822-B1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-30,C0000199,S260822-A3-LOC-ND-L7,S260822-A3-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-30,C0000237,S260822-A2-LOC-ND-L7,S260822-A2-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-30,C0000313,S260822-A3-LOC-ND-L7,S260822-A3-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-30,C0000339,S260822-B2-LOC-ND-L7,S260822-B2-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-30,C0000341,S260822-A1-LOC-ND-L7,S260822-A1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-30,C0000354,S260822-B1-LOC-ND-L7,S260822-B1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-30,C0000383,S260822-M2-LOC-ND-L7,S260822-M2-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-31,C0000012,,S260831-M2-LOC-ND-L0,entrada na esteira; enriquecimento básico + WhatsApp válido,Planejamento
2026-08-31,C0000064,,S260831-A2-LOC-ND-L0,entrada na esteira; enriquecimento completo + novos telefones,Planejamento
2026-08-31,C0000094,,S260831-B1-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-31,C0000117,,S260831-M1-LOC-ND-L0,entrada na esteira; enriquecimento completo,Planejamento
2026-08-31,C0000158,,S260831-M1-LOC-ND-L0,entrada na esteira; enriquecimento completo,Planejamento
2026-08-31,C0000176,,S260831-M3-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-31,C0000190,,S260831-M2-LOC-ND-L0,entrada na esteira; enriquecimento básico + WhatsApp válido,Planejamento
2026-08-31,C0000245,,S260831-A1-LOC-ND-L0,entrada na esteira; enriquecimento completo,Planejamento
2026-08-31,C0000254,,S260831-A1-LOC-ND-L0,entrada na esteira; enriquecimento completo,Planejamento
2026-08-31,C0000274,,S260831-B3-LOC-ND-L0,entrada na esteira; enriquecimento só digital,Planejamento
2026-08-31,C0000292,,S260831-A3-LOC-ND-L0,entrada na esteira; enriquecimento completo + localizador,Planejamento
2026-08-31,C0000336,,S260831-M3-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-31,C0000380,,S260831-M1-LOC-ND-L0,entrada na esteira; enriquecimento completo,Planejamento
2026-08-31,C0000388,,S260831-M1-LOC-ND-L0,entrada na esteira; enriquecimento completo,Planejamento
2026-08-31,C0000156,S260803-M3-COL-AV,S260803-M3-PRE-AV-D-3,parcela a vencer,Sist. acordos
2026-08-31,C0000197,S260803-M2-CPB-EM-T1,S260803-M2-CPB-EM-T2,2ª tentativa no canal sem resposta,E-mail
2026-08-31,C0000300,S260803-M1-CPB-RC-T3,S260803-M1-CPB-AV-T1,rotação de canal para Agente virtual,Agente virtual
2026-08-31,C0000347,S260803-M1-CPA-DC-T1,S260803-M1-CPB-DC-T1,sem resposta na ação de negociação → CPC B,Discador
2026-08-31,C0000355,S260803-B2-CPB-RC-T3,S260803-B2-CPB-AV-T1,rotação de canal para Agente virtual,Agente virtual
2026-08-31,C0000150,S260804-B2-CPB-RC-T1,S260804-B2-CPB-RC-T2,2ª tentativa no canal sem resposta,RCS
2026-08-31,C0000201,S260804-M3-CPB-DC-T3,S260804-M3-CPB-SM-T1,rotação de canal para SMS,SMS
2026-08-31,C0000250,S260804-M1-CPB-DC-T2,S260804-M1-CPB-DC-T3,3ª tentativa no canal sem resposta,Discador
2026-08-31,C0000293,S260804-B2-NCP-ND-G3,S260804-B2-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-31,C0000351,S260804-M3-CPB-DC-T2,S260804-M3-CPB-DC-T3,3ª tentativa no canal sem resposta,Discador
2026-08-31,C0000177,S260805-B2-PRE-WA-D-1,S260805-B2-LIQ-WA,acordo quitado,Sist. acordos
2026-08-31,C0000181,S260805-B2-CPB-RC-T2,S260805-B2-CPB-RC-T3,3ª tentativa no canal sem resposta,RCS
2026-08-31,C0000283,S260805-B2-CPB-SM-T2,S260805-B2-CPB-SM-T3,3ª tentativa no canal sem resposta,SMS
2026-08-31,C0000022,S260806-B1-CPB-AV-T1,S260806-B1-CPB-AV-T2,2ª tentativa no canal sem resposta,Agente virtual
2026-08-31,C0000026,S260806-B1-CPB-SM-T2,S260806-B1-CPB-SM-T3,3ª tentativa no canal sem resposta,SMS
2026-08-31,C0000061,S260806-B1-CPB-SM-T2,S260806-B1-CPB-SM-T3,3ª tentativa no canal sem resposta,SMS
2026-08-31,C0000103,S260806-A1-CPB-SM-T2,S260806-A1-CPB-SM-T3,3ª tentativa no canal sem resposta,SMS
2026-08-31,C0000119,S260806-M2-NCP-ND-G2,S260806-M2-NCP-ND-G3,3º ciclo de giro,Automático
2026-08-31,C0000200,S260806-M1-NCP-ND-G2,S260806-M1-NCP-ND-G3,3º ciclo de giro,Automático
2026-08-31,C0000216,S260806-A1-CPB-RC-T3,S260806-A1-CPA-DC-T1,contato no Discador → CPC A,Discador
2026-08-31,C0000218,S260806-B1-NCP-ND-G2,S260806-B1-NCP-ND-G3,3º ciclo de giro,Automático
2026-08-31,C0000227,S260806-B3-NCP-ND-G2,S260806-B3-NCP-ND-G3,3º ciclo de giro,Automático
2026-08-31,C0000234,S260806-A1-CPA-DC-T1,S260806-A1-CPB-DC-T1,sem resposta na ação de negociação → CPC B,Discador
2026-08-31,C0000261,S260806-M1-CPB-AV-T1,S260806-M1-CPB-AV-T2,2ª tentativa no canal sem resposta,Agente virtual
2026-08-31,C0000287,S260806-B2-NCP-ND-G2,S260806-B2-NCP-ND-G3,3º ciclo de giro,Automático
2026-08-31,C0000288,S260806-M2-NCP-ND-G2,S260806-M2-NCP-ND-G3,3º ciclo de giro,Automático
2026-08-31,C0000331,S260806-B2-NCP-ND-G2,S260806-B2-NCP-ND-G3,3º ciclo de giro,Automático
2026-08-31,C0000333,S260806-A2-CPB-RC-T3,S260806-A2-CPB-AV-T1,rotação de canal para Agente virtual,Agente virtual
2026-08-31,C0000350,S260806-B3-CPB-RC-T2,S260806-B3-CPB-RC-T3,3ª tentativa no canal sem resposta,RCS
2026-08-31,C0000166,S260807-M2-CPB-AV-T1,S260807-M2-CPB-AV-T2,2ª tentativa no canal sem resposta,Agente virtual
2026-08-31,C0000202,S260807-M1-CPB-WA-T1,S260807-M1-CPB-WA-T2,2ª tentativa no canal sem resposta,WhatsApp
2026-08-31,C0000189,S260808-B2-CPB-RC-T2,S260808-B2-CPB-RC-T3,3ª tentativa no canal sem resposta,RCS
2026-08-31,C0000226,S260808-A3-PRE-DC-D-1,S260808-A3-COL-DC,acordo ativo (colchão),Sist. acordos
2026-08-31,C0000210,S260809-M3-CPB-DC-T2,S260809-M3-CPB-DC-T3,3ª tentativa no canal sem resposta,Discador
2026-08-31,C0000295,S260809-M1-CPB-AV-T1,S260809-M1-CPB-AV-T2,2ª tentativa no canal sem resposta,Agente virtual
2026-08-31,C0000107,S260810-M1-CPB-AV-T1,S260810-M1-CPB-AV-T2,2ª tentativa no canal sem resposta,Agente virtual
2026-08-31,C0000127,S260810-M3-CPB-SM-T2,S260810-M3-CPB-SM-T3,3ª tentativa no canal sem resposta,SMS
2026-08-31,C0000311,S260810-B1-CPA-RC-T1,S260810-B1-CPB-RC-T1,sem resposta na ação de negociação → CPC B,RCS
2026-08-31,C0000359,S260810-B1-NCP-ND-G2,S260810-B1-CPA-DC-T1,contato no Discador → CPC A,Discador
2026-08-31,C0000050,S260811-A1-CPB-RC-T1,S260811-A1-CPB-RC-T2,2ª tentativa no canal sem resposta,RCS
2026-08-31,C0000281,S260811-M2-CPB-RC-T3,S260811-M2-CPB-AV-T1,rotação de canal para Agente virtual,Agente virtual
2026-08-31,C0000384,S260811-B2-CPB-AV-T2,S260811-B2-CPB-AV-T3,3ª tentativa no canal sem resposta,Agente virtual
2026-08-31,C0000075,S260812-M2-PRE-AV-D-2,S260812-M2-PRE-AV-D-1,parcela a vencer,Sist. acordos
2026-08-31,C0000106,S260812-B3-CPB-WA-T1,S260812-B3-CPB-WA-T2,2ª tentativa no canal sem resposta,WhatsApp
2026-08-31,C0000112,S260812-A2-CPA-RC-T1,S260812-A2-CPB-RC-T1,sem resposta na ação de negociação → CPC B,RCS
2026-08-31,C0000224,S260812-B1-NCP-ND-G2,S260812-B1-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-31,C0000016,S260813-M1-CPB-WA-T3,S260813-M1-CPB-RC-T1,rotação de canal para RCS,RCS
2026-08-31,C0000115,S260813-A3-CPB-RC-T2,S260813-A3-CPB-RC-T3,3ª tentativa no canal sem resposta,RCS
2026-08-31,C0000232,S260813-A3-CPB-DC-T2,S260813-A3-CPB-DC-T3,3ª tentativa no canal sem resposta,Discador
2026-08-31,C0000324,S260813-M1-CPB-AV-T1,S260813-M1-CPB-AV-T2,2ª tentativa no canal sem resposta,Agente virtual
2026-08-31,C0000398,S260813-B1-CPB-SM-T2,S260813-B1-CPB-SM-T3,3ª tentativa no canal sem resposta,SMS
2026-08-31,C0000048,S260814-M3-NCP-ND-G1,S260814-M3-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-31,C0000081,S260814-A1-CPB-RC-T2,S260814-A1-CPB-RC-T3,3ª tentativa no canal sem resposta,RCS
2026-08-31,C0000089,S260814-B2-NCP-ND-G1,S260814-B2-CPA-WA-T1,contato no WhatsApp → CPC A,WhatsApp
2026-08-31,C0000091,S260814-A1-NCP-ND-G1,S260814-A1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-31,C0000116,S260814-A2-NCP-ND-G1,S260814-A2-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-31,C0000120,S260814-M1-NCP-ND-G1,S260814-M1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-31,C0000183,S260814-A1-CPA-SM-T1,S260814-A1-CPB-SM-T1,sem resposta na ação de negociação → CPC B,SMS
2026-08-31,C0000191,S260814-B1-NCP-ND-G1,S260814-B1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-31,C0000192,S260814-M1-NCP-ND-G1,S260814-M1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-31,C0000252,S260814-M2-CPB-AV-T1,S260814-M2-CPB-AV-T2,2ª tentativa no canal sem resposta,Agente virtual
2026-08-31,C0000257,S260814-A1-NCP-ND-G1,S260814-A1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-31,C0000276,S260814-B1-PRE-EM-D-1,S260814-B1-COL-EM,acordo ativo (colchão),Sist. acordos
2026-08-31,C0000276,S260814-B1-COL-EM,S260814-B1-COL-WA,contato no WhatsApp,WhatsApp
2026-08-31,C0000315,S260814-M1-NCP-ND-G1,S260814-M1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-31,C0000317,S260814-A3-NCP-ND-G1,S260814-A3-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-31,C0000342,S260814-M2-CPB-AV-T2,S260814-M2-CPB-AV-T3,3ª tentativa no canal sem resposta,Agente virtual
2026-08-31,C0000360,S260814-M2-PRE-DC-D-3,S260814-M2-COL-DC,acordo ativo (colchão),Sist. acordos
2026-08-31,C0000040,S260815-B1-CPA-DC-T1,S260815-B1-CPB-DC-T1,sem resposta na ação de negociação → CPC B,Discador
2026-08-31,C0000153,S260815-M2-CPB-RC-T1,S260815-M2-CPB-RC-T2,2ª tentativa no canal sem resposta,RCS
2026-08-31,C0000196,S260815-B2-CPA-AV-T1,S260815-B2-CPA-DC-T1,contato no Discador → CPC A,Discador
2026-08-31,C0000099,S260816-M1-CPB-RC-T1,S260816-M1-CPB-RC-T2,2ª tentativa no canal sem resposta,RCS
